"Freq [GHz]","Phase [deg]","Distance [mm]","Mag_H [A_per_meter]","Mag_H_1 [A_per_meter]","Mag_H_2 [A_per_meter]","Mag_H_3 [A_per_meter]","Mag_H_4 [A_per_meter]","Mag_H_5 [A_per_meter]","Mag_H_6 [A_per_meter]","Mag_H_7 [A_per_meter]","Mag_H_8 [A_per_meter]","Mag_H_9 [A_per_meter]","Mag_H_10 [A_per_meter]","Mag_H_11 [A_per_meter]"
0.001,0,0,0.00881813584211337,0.00833057405089121,0.00887390408062107,0.00837287989704877,0.00881813584211337,0.00266760693240347,0.00887390408062107,0.00265356941372041,0.00266760693240347,0.00274224410608113,0.00833057405089121,0.00881813584211337
0.001,0,0.600004,0.00868924450554703,0.00819849048287251,0.00875254750616806,0.00823866674560671,0.00887861515470802,0.00267404169501613,0.00890075516288701,0.00265983362198753,0.0026705013945593,0.00274727967380778,0.00836249059052876,0.00887388332527337
0.001,0,1.200008,0.00856193024153909,0.00806800557876787,0.00863187197594399,0.00810631399302849,0.00893939522766574,0.00268039555693504,0.00892770200037792,0.00266662841185215,0.0026731743536243,0.00275227056954028,0.00839438837987424,0.00890897873566291
0.001,0,1.800012,0.00843619238214404,0.0079391191188052,0.00851187812308858,0.00800768698215461,0.00900045748158672,0.00268666871399666,0.00895474341633448,0.00267340227573071,0.00268293230695436,0.00275721579801429,0.00842626509951357,0.00892266636671075
0.001,0,2.400016,0.00831203023809405,0.00781183088575941,0.00839256661511573,0.00792380706226851,0.00904614408432955,0.00269286139850649,0.00898187829301062,0.00268015535893931,0.0026953025040918,0.00276211438334709,0.00845811856984826,0.00893591247455714
0.001,0,3.00002,0.00818944309879906,0.0076861406649523,0.00827393815391358,0.00784060764268769,0.00908768772597423,0.00269897387923894,0.00900910557167365,0.00268688781247188,0.00270761858907776,0.00276696536903758,0.00848994675109546,0.00894871686301483
0.001,0,3.600024,0.00806843023234678,0.00756204824425264,0.00815599347574452,0.00775808909164656,0.00912922483171007,0.0027050064614374,0.00903642425260423,0.00269359979300014,0.00271988261761456,0.0027717678179663,0.00852174774328798,0.00896107965937285
0.001,0,4.200028,0.00794899088550257,0.00743955341407613,0.00803873335124518,0.00767625181811334,0.00917073731060685,0.00271095948681424,0.00906383339509634,0.00270029146287363,0.00273209666913069,0.00277652081239543,0.00855351978627418,0.00897300131439658
0.001,0,4.800032,0.0078311242837096,0.00731865596738544,0.00792215858542636,0.00759509627179013,0.00921220750970076,0.00271683333355074,0.00909133211745734,0.00270696299011968,0.00274426284678077,0.00278122345396879,0.00858526125971816,0.00898448260232768
0.001,0,5.400036,0.00771482963108873,0.00719935569969016,0.00780627001767312,0.00751462294311295,0.00925361821399454,0.00272262841629719,0.00911891959700788,0.00271361454844347,0.00275638327744558,0.00278587486371181,0.00861235678872976,0.00899552462088418
0.001,0,6.00004,0.00760010611043856,0.00708165240904686,0.00769106852174476,0.00743483236325157,0.00928861063052175,0.00272834518617281,0.00914659507008198,0.00272024631722794,0.00276846011173205,0.00279047418203156,0.00863566392147272,0.00900612879126036
0.001,0,6.600044,0.00748695288323547,0.00696554589605901,0.00757655500577481,0.00735572510410974,0.00929292011221223,0.0027339841307658,0.00917435783202702,0.00272685848153388,0.00278049552397328,0.00279502056871675,0.00865898622426621,0.00901629685812687
0.001,0,7.200048,0.00737536908963352,0.00685103596387708,0.00746273041227102,0.00727730177832496,0.00929672414180975,0.00273954577413331,0.0092022072372037,0.00273411511661224,0.0027924917122285,0.00279889732314839,0.00868232472129528,0.00902603088963064
0.001,0,7.800052,0.00726535384846452,0.00673812241819842,0.00734959571811533,0.00718975238313903,0.00930002223922227,0.00274503067680144,0.00923014269898606,0.00274153590900021,0.00280445089828311,0.00280024360589474,0.00870568067056799,0.00903533327739491
0.001,0,8.400056,0.00715690625723804,0.00662680506726736,0.00723441686345632,0.00709243577930329,0.00930281418389111,0.00275043943576529,0.00924738077529638,0.00274895942982135,0.00281637532764864,0.0028015264606199,0.0087290555639153,0.00904420673651927
0.001,0,9.00006,0.00705002539214136,0.0065170837218752,0.00711595435149881,0.0069957499888121,0.0093051000147909,0.00275577268448888,0.00924857912505073,0.00275638622066167,0.00282826726956278,0.00280274584762087,0.00875245112699114,0.00905265430557964
0.001,0,9.600064,0.00694471030803951,0.00641006667711412,0.00699834424315511,0.00689969423346737,0.00930688003042971,0.00276103109290521,0.00924961052073727,0.00276381682872677,0.0028401290169894,0.00280390174446424,0.0087758693192724,0.00906356434513204
0.001,0,10.200068,0.00684096003847522,0.00632670519354948,0.00688158758799028,0.00681521115062083,0.00930815478884897,0.00276621536741623,0.00925047401147406,0.00277125180684176,0.00285196288661848,0.00280499414598617,0.00879931233405892,0.00907916095051338
0.001,0,10.800072,0.006738773595669,0.00624399343008929,0.00676568547155778,0.00673586895194985,0.00930862361374217,0.00277132625089286,0.00925116876499837,0.00277869171345134,0.00286377121886618,0.0028060230642924,0.00882406894469083,0.00909452477259354
0.001,0,11.400076,0.00663814997051908,0.00616193523480154,0.00665063901539938,0.0066570883223093,0.00929590599217459,0.0027763543178479,0.00925169406766683,0.00278613711261973,0.00287555637787481,0.00280698852875825,0.00885002553343585,0.00910965218877015
0.001,0,12.00008,0.00653908813260143,0.0060805345391772,0.00653644937704525,0.00657886844180486,0.00928277396517272,0.00278133492968553,0.00925204932445528,0.00279358857403073,0.00288732075151282,0.00280789058602859,0.00887600320164311,0.00912453972780811
0.001,0,12.600084,0.00644158703016971,0.00599979535813031,0.00642311775001392,0.00650493142591574,0.00926922766997264,0.00278628614546672,0.00925223405895895,0.00280104667298767,0.00289906675137482,0.00280872930001789,0.00890200623274935,0.00913918406983946
0.001,0,13.200088,0.0063456455901554,0.00591972178999796,0.00632540583965558,0.0064325525690257,0.00925526748272588,0.00279120810812455,0.0092522479133923,0.00280851199041348,0.00290800386898162,0.0028095047519102,0.00892803898306807,0.00915358204636344
0.001,0,13.800092,0.00625126271816764,0.00584031801654025,0.00624843579118607,0.00636075959150843,0.00924089401849925,0.00279610099076421,0.0092520906485891,0.00281598511285056,0.00290727304845571,0.00281021704015913,0.00895410588178977,0.00916773064024649
0.001,0,14.400096,0.00616583921034423,0.00576158830294036,0.00617437091122994,0.0062895525150312,0.00922610813127497,0.00280096499666298,0.00925176214400245,0.00282346663246094,0.00290648110656679,0.00281086628048786,0.00898021143098175,0.00918162698572221
0.001,0,15.0001,0.00609045779288942,0.00568353699780449,0.00610194124035574,0.00621893135197352,0.00921091091395067,0.00280580035927022,0.00925126239770467,0.00283095714702618,0.00290562912640599,0.00281145260588917,0.00900636020558823,0.00919526836839137
0.001,0,15.600104,0.0060166191341705,0.0056061685331619,0.00603005839268178,0.00614889610542728,0.00919530369833928,0.00281060734220741,0.00925059152638746,0.00283845725994736,0.00290471820998177,0.00281197616662539,0.00903255685343026,0.00920865222522197
0.001,0,16.200108,0.00594432365320021,0.00552948742446486,0.00595872184626053,0.0060794467691966,0.00917928805516917,0.0028153862392681,0.00924974976536179,0.00284596758024516,0.00290374947821996,0.00281271317561293,0.00905880609520583,0.00922177614454917
