"Freq [GHz]","Phase [deg]","Distance [mm]","Mag_H [A_per_meter]"
0.001,0,57.0142642642643,0.0115459925634465
0.001,0,57.1342942942943,0.0115131796033075
0.001,0,57.2543243243243,0.0114804358618316
0.001,0,57.3743543543543,0.0114477613424046
0.001,0,57.4943843843844,0.0114151560484791
0.001,0,57.6144144144144,0.0113826199835748
0.001,0,57.7344444444444,0.0113501531512786
0.001,0,57.8544744744745,0.0113177555552444
0.001,0,57.9745045045045,0.0112854271991931
0.001,0,58.0945345345345,0.0112531680869128
0.001,0,58.2145645645646,0.0112209782222585
0.001,0,58.3345945945946,0.0111888576091523
0.001,0,58.4546246246246,0.0111568062515836
0.001,0,58.5746546546546,0.0111248241536084
0.001,0,58.6946846846847,0.0110929113193503
0.001,0,58.8147147147147,0.0110610677529996
0.001,0,58.9347447447447,0.0110292934588137
0.001,0,59.0547747747748,0.0109975884411172
0.001,0,59.1748048048048,0.0109659527043017
0.001,0,59.2948348348348,0.0109343862528258
0.001,0,59.4148648648649,0.0109028890912152
0.001,0,59.5348948948949,0.0108714612240628
0.001,0,59.6549249249249,0.0108401026560284
0.001,0,59.7749549549549,0.0108088133918388
0.001,0,59.894984984985,0.0107775934362881
0.001,0,60.015015015015,0.0107464427942372
0.001,0,60.135045045045,0.0107153614706144
0.001,0,60.2550750750751,0.0106843494704147
0.001,0,60.3751051051051,0.0106534067987005
0.001,0,60.4951351351351,0.0106225334606009
0.001,0,60.6151651651652,0.0105917294613124
0.001,0,60.7351951951952,0.0105609948060983
0.001,0,60.8552252252252,0.0105303295002892
0.001,0,60.9752552552552,0.0104997335492825
0.001,0,61.0952852852853,0.010469206958543
0.001,0,61.2153153153153,0.0104387497336022
0.001,0,61.3353453453453,0.010408361880059
0.001,0,61.4553753753754,0.0103780434035791
0.001,0,61.5754054054054,0.0103477943098954
0.001,0,61.6954354354354,0.0103176146048078
0.001,0,61.8154654654655,0.0102875042941834
0.001,0,61.9354954954955,0.0102574633839561
0.001,0,62.0555255255255,0.0102274918801271
0.001,0,62.1755555555555,0.0101975897887646
0.001,0,62.2955855855856,0.0101677571160038
0.001,0,62.4156156156156,0.0101379938680471
0.001,0,62.5356456456456,0.0101083000511638
0.001,0,62.6556756756757,0.0100786756716904
0.001,0,62.7757057057057,0.0100494508059822
0.001,0,62.8957357357357,0.0100213993693332
0.001,0,63.0157657657658,0.00999340105790304
0.001,0,63.1357957957958,0.00996545587051893
0.001,0,63.2558258258258,0.00993756380601105
0.001,0,63.3758558558559,0.00990972486321223
0.001,0,63.4958858858859,0.00988193904095803
0.001,0,63.6159159159159,0.00985420633808673
0.001,0,63.7359459459459,0.00982652675343938
0.001,0,63.855975975976,0.00979890028585975
0.001,0,63.976006006006,0.00977132693419427
0.001,0,64.096036036036,0.00974380669729221
0.001,0,64.2160660660661,0.00971633957400547
0.001,0,64.3360960960961,0.00968892556318871
0.001,0,64.4561261261261,0.00966156466369936
0.001,0,64.5761561561561,0.00963425687439751
0.001,0,64.6961861861862,0.00960700219414603
0.001,0,64.8162162162162,0.0095798006218105
0.001,0,64.9362462462462,0.0095526521562592
0.001,0,65.0562762762763,0.00952555679636323
0.001,0,65.1763063063063,0.0094985145409963
0.001,0,65.2963363363363,0.00947152538903493
0.001,0,65.4163663663664,0.00944458933935834
0.001,0,65.5363963963964,0.00941770639084846
0.001,0,65.6564264264264,0.00939087654238998
0.001,0,65.7764564564565,0.00936409979287035
0.001,0,65.8964864864865,0.00933737614117962
0.001,0,66.0165165165165,0.00931070558621076
0.001,0,66.1365465465465,0.00928408812685927
0.001,0,66.2565765765766,0.00925752376202352
0.001,0,66.3766066066066,0.00923101249060454
0.001,0,66.4966366366366,0.00920455431150613
0.001,0,66.6166666666667,0.00917814922363477
0.001,0,66.7366966966967,0.00915179722589972
0.001,0,66.8567267267267,0.00912549831721292
0.001,0,66.9767567567568,0.0090992524964891
0.001,0,67.0967867867868,0.00907305976264564
0.001,0,67.2168168168168,0.00904692011460271
0.001,0,67.3368468468469,0.00902083355128317
0.001,0,67.4568768768769,0.00899480007161264
0.001,0,67.5769069069069,0.00896881967451946
0.001,0,67.6969369369369,0.00894289235893467
0.001,0,67.816966966967,0.00891701812379207
0.001,0,67.936996996997,0.00889119696802822
0.001,0,68.057027027027,0.0088654288905823
0.001,0,68.1770570570571,0.00883971389039633
0.001,0,68.2970870870871,0.00881405196641499
0.001,0,68.4171171171171,0.00878844311758574
0.001,0,68.5371471471472,0.00876288734285871
0.001,0,68.6571771771772,0.00873738464118682
0.001,0,68.7772072072072,0.00871193501152568
0.001,0,68.8972372372372,0.00868653845283361
0.001,0,69.0172672672673,0.00866119496407172
0.001,0,69.1372972972973,0.00863590454420379
0.001,0,69.2573273273273,0.00861066719219636
0.001,0,69.3773573573574,0.0085854829070187
0.001,0,69.4973873873874,0.00856035168764279
0.001,0,69.6174174174174,0.00853527353304335
0.001,0,69.7374474474475,0.00851024844219781
0.001,0,69.8574774774775,0.00848527641408638
0.001,0,69.9775075075075,0.00846035744769192
0.001,0,70.0975375375375,0.00843549154200007
0.001,0,70.2175675675676,0.00841067869599923
0.001,0,70.3375975975976,0.00838591890868043
0.001,0,70.4576276276276,0.00836121217903751
0.001,0,70.5776576576576,0.00833655850606704
0.001,0,70.6976876876877,0.00831195788876825
0.001,0,70.8177177177177,0.00828741032614318
0.001,0,70.9377477477477,0.00826291581719652
0.001,0,71.0577777777778,0.00823847436093577
0.001,0,71.1778078078078,0.00821408595637108
0.001,0,71.2978378378378,0.00818975060251538
0.001,0,71.4178678678679,0.00816546829838432
0.001,0,71.5378978978979,0.00814123904299627
0.001,0,71.6579279279279,0.00811706283537231
0.001,0,71.777957957958,0.00809293967453629
0.001,0,71.897987987988,0.00806886955951477
0.001,0,72.018018018018,0.00804485248933701
0.001,0,72.138048048048,0.00802088846303504
0.001,0,72.2580780780781,0.00799697747964363
0.001,0,72.3781081081081,0.00797311953820018
0.001,0,72.4981381381381,0.00794931463774497
0.001,0,72.6181681681682,0.00792556277732088
