"Freq [GHz]","Phase [deg]","Distance [mm]","Mag_H [A_per_meter]"
0.001,0,72.7381981981982,0.00790186395597355
0.001,0,72.8582282282282,0.00787821817275143
0.001,0,72.9782582582583,0.00785462542670557
0.001,0,73.0982882882883,0.00783108571688983
0.001,0,73.2183183183183,0.00780759904236079
0.001,0,73.3383483483483,0.00778416540217774
0.001,0,73.4583783783784,0.00776078479540271
0.001,0,73.5784084084084,0.00773745722110045
0.001,0,73.6984384384384,0.00771418267833843
0.001,0,73.8184684684685,0.00769096116618689
0.001,0,73.9384984984985,0.00766779268371875
0.001,0,74.0585285285285,0.0076446772300097
0.001,0,74.1785585585585,0.00762161480413811
0.001,0,74.2985885885886,0.00759860540518512
0.001,0,74.4186186186186,0.00757564903223457
0.001,0,74.5386486486486,0.00755274568437307
0.001,0,74.6586786786787,0.0075298953606899
0.001,0,74.7787087087087,0.00750709806027711
0.001,0,74.8987387387387,0.00748435378222948
0.001,0,75.0187687687688,0.0074616625256445
0.001,0,75.1387987987988,0.00743902428962238
0.001,0,75.2588288288288,0.00741643907326609
0.001,0,75.3788588588588,0.0073939068756813
0.001,0,75.4988888888889,0.00737142769597641
0.001,0,75.6189189189189,0.00734900153326258
0.001,0,75.7389489489489,0.00732662838665367
0.001,0,75.858978978979,0.00730430825526627
0.001,0,75.979009009009,0.00728204113821971
0.001,0,76.099039039039,0.00725982703463602
0.001,0,76.2190690690691,0.00723766594364
0.001,0,76.3390990990991,0.00721736708217021
0.001,0,76.4591291291291,0.00719911094167827
0.001,0,76.5791591591591,0.00718089527526349
0.001,0,76.6991891891892,0.00716272011353302
0.001,0,76.8192192192192,0.00714458548735376
0.001,0,76.9392492492492,0.00712649142785256
0.001,0,77.0592792792793,0.00710843796641612
0.001,0,77.1793093093093,0.00709042513469097
0.001,0,77.2993393393393,0.00707245296458352
0.001,0,77.4193693693694,0.00705452148826005
0.001,0,77.5393993993994,0.00703663073814671
0.001,0,77.6594294294294,0.00701878074692945
0.001,0,77.7794594594594,0.00700097154755417
0.001,0,77.8994894894895,0.00698320317322657
0.001,0,78.0195195195195,0.00696547565741222
0.001,0,78.1395495495495,0.0069477890338366
0.001,0,78.2595795795796,0.00693014333648499
0.001,0,78.3796096096096,0.00691253859960255
0.001,0,78.4996396396396,0.00689497485769433
0.001,0,78.6196696696697,0.00687745214552521
0.001,0,78.7396996996997,0.00685997049811993
0.001,0,78.8597297297297,0.00684252995076314
0.001,0,78.9797597597597,0.0068251305389993
0.001,0,79.0997897897898,0.00680777229863273
0.001,0,79.2198198198198,0.00679045526572766
0.001,0,79.3398498498498,0.00677317947660815
0.001,0,79.4598798798799,0.00675594496785809
0.001,0,79.5799099099099,0.00673875177632131
0.001,0,79.6999399399399,0.00672159993910145
0.001,0,79.81996996997,0.00670448949356201
0.001,0,79.94,0.00668742047732636
0.001,0,80.06003003003,0.00667162386658275
0.001,0,80.1800600600601,0.00665876543033449
0.001,0,80.3000900900901,0.00664593509025818
0.001,0,80.4201201201201,0.00663313284588026
0.001,0,80.5401501501501,0.0066203586967318
0.001,0,80.6601801801802,0.00660761264234852
0.001,0,80.7802102102102,0.00659489468227072
0.001,0,80.9002402402402,0.00658220481604333
0.001,0,81.0202702702703,0.00656954304321593
0.001,0,81.1403003003003,0.00655690936334268
0.001,0,81.2603303303303,0.00654430377598241
0.001,0,81.3803603603604,0.00653172628069852
0.001,0,81.5003903903904,0.00651917687705906
0.001,0,81.6204204204204,0.00650665556463671
0.001,0,81.7404504504504,0.00649416234300875
0.001,0,81.8604804804805,0.00648169721175708
0.001,0,81.9805105105105,0.00646926017046825
0.001,0,82.1005405405405,0.0064568512187334
0.001,0,82.2205705705706,0.00644447035614831
0.001,0,82.3406006006006,0.00643211758231337
0.001,0,82.4606306306306,0.00641979289683358
0.001,0,82.5806606606607,0.00640749629931863
0.001,0,82.7006906906907,0.00639522778938273
0.001,0,82.8207207207207,0.00638298736664477
0.001,0,82.9407507507507,0.00637077503072827
0.001,0,83.0607807807808,0.00635859078126133
0.001,0,83.1808108108108,0.00634643461787671
0.001,0,83.3008408408408,0.00633430654021178
0.001,0,83.4208708708709,0.00632220654790851
0.001,0,83.5409009009009,0.00631013464061353
0.001,0,83.6609309309309,0.00629809081797805
0.001,0,83.780960960961,0.00628607507965794
0.001,0,83.900990990991,0.00627408742531365
0.001,0,84.021021021021,0.0062621278546103
0.001,0,84.141051051051,0.00625019636721759
0.001,0,84.2610810810811,0.00623829296280987
0.001,0,84.3811111111111,0.00622641764106608
0.001,0,84.5011411411411,0.00621457040166982
0.001,0,84.6211711711712,0.00620275124430928
0.001,0,84.7412012012012,0.00619096016867728
0.001,0,84.8612312312312,0.00617919717447126
0.001,0,84.9812612612613,0.00616746226139331
0.001,0,85.1012912912913,0.0061557554291501
0.001,0,85.2213213213213,0.00614407667745293
0.001,0,85.3413513513513,0.00613242600601774
0.001,0,85.4613813813814,0.00612080341456509
0.001,0,85.5814114114114,0.00610920890282013
0.001,0,85.7014414414414,0.00609764247051268
0.001,0,85.8214714714715,0.00608610411737712
0.001,0,85.9415015015015,0.00607459384315252
0.001,0,86.0615315315315,0.00606311164758253
0.001,0,86.1815615615616,0.00605165753041541
0.001,0,86.3015915915916,0.0060402314914041
0.001,0,86.4216216216216,0.00602883353030607
0.001,0,86.5416516516516,0.0060174636468835
0.001,0,86.6616816816817,0.00600612184090315
0.001,0,86.7817117117117,0.0059948081121364
0.001,0,86.9017417417417,0.00598352246035926
0.001,0,87.0217717717718,0.00597226488535236
0.001,0,87.1418018018018,0.00596103538690094
0.001,0,87.2618318318318,0.00594983396479488
0.001,0,87.3818618618619,0.00593866061882868
0.001,0,87.5018918918919,0.00592751534880145
0.001,0,87.6219219219219,0.00591639815451691
0.001,0,87.7419519519519,0.00590530903578345
0.001,0,87.861981981982,0.005894247992414
0.001,0,87.982012012012,0.00588321502422622
0.001,0,88.102042042042,0.00587221013104228
0.001,0,88.2220720720721,0.00586123331268905
0.001,0,88.3421021021021,0.00585028456899798
0.001,0,88.4621321321321,0.00583936389980517
0.001,0,88.5821621621621,0.00582847130495132
0.001,0,88.7021921921922,0.00581760678428175
0.001,0,88.8222222222222,0.00580677033764642
0.001,0,88.9422522522522,0.0057959619648999
0.001,0,89.0622822822823,0.00578518166590138
0.001,0,89.1823123123123,0.00577442944051468
0.001,0,89.3023423423423,0.00576370528860821
0.001,0,89.4223723723724,0.00575300921005506
0.001,0,89.5424024024024,0.00574234120473288
0.001,0,89.6624324324324,0.005731701272524
0.001,0,89.7824624624625,0.00572108941331531
0.001,0,89.9024924924925,0.00571050562699837
0.001,0,90.0225225225225,0.00569994991346933
0.001,0,90.1425525525525,0.005689422272629
0.001,0,90.2625825825826,0.00567892270438275
0.001,0,90.3826126126126,0.00566845120864064
0.001,0,90.5026426426426,0.00565800778531731
0.001,0,90.6226726726727,0.005647592434332
0.001,0,90.7427027027027,0.00563720515560865
0.001,0,90.8627327327327,0.00562684594907574
0.001,0,90.9827627627628,0.00561651481466642
0.001,0,91.1027927927928,0.00560621175231845
0.001,0,91.2228228228228,0.00559593676197418
0.001,0,91.3428528528528,0.00558568984358063
0.001,0,91.4628828828829,0.00557547099708941
0.001,0,91.5829129129129,0.00556528022245677
0.001,0,91.7029429429429,0.00555511751964358
0.001,0,91.8229729729729,0.00554498288861531
0.001,0,91.943003003003,0.00553487632934207
0.001,0,92.063033033033,0.00552479784179859
0.001,0,92.1830630630631,0.0055147474259642
0.001,0,92.3030930930931,0.00550472508182288
0.001,0,92.4231231231231,0.00549473080936324
0.001,0,92.5431531531531,0.00548476460857847
0.001,0,92.6631831831832,0.00547482647946641
0.001,0,92.7832132132132,0.00546491642202953
0.001,0,92.9032432432432,0.00545503443627487
0.001,0,93.0232732732732,0.00544518052221416
0.001,0,93.1433033033033,0.00543535467986371
0.001,0,93.2633333333333,0.00542555690924444
0.001,0,93.3833633633633,0.00541578721038195
0.001,0,93.5033933933934,0.0054060455833064
0.001,0,93.6234234234234,0.0053963320280526
0.001,0,93.7434534534534,0.00538664654465997
0.001,0,93.8634834834835,0.00537698913317257
0.001,0,93.9835135135135,0.00536735979363906
0.001,0,94.1035435435435,0.00535775852611274
0.001,0,94.2235735735736,0.00534818533065149
0.001,0,94.3436036036036,0.00533864020731789
0.001,0,94.4636336336336,0.00532912315617906
0.001,0,94.5836636636636,0.00531963417730678
0.001,0,94.7036936936937,0.00531017327077746
0.001,0,94.8237237237237,0.00530074043667211
0.001,0,94.9437537537537,0.00529133567507637
0.001,0,95.0637837837838,0.00528195898608051
0.001,0,95.1838138138138,0.0052726103697794
0.001,0,95.3038438438438,0.00526328982627254
0.001,0,95.4238738738739,0.00525399735566408
0.001,0,95.5439039039039,0.00524473295806274
0.001,0,95.6639339339339,0.0052354966335819
0.001,0,95.7839639639639,0.00522628838233956
0.001,0,95.903993993994,0.00521710820445831
0.001,0,96.024024024024,0.00520795610006539
0.001,0,96.144054054054,0.00519883206929267
0.001,0,96.2640840840841,0.00518973611227659
0.001,0,96.3841141141141,0.00518066822915827
0.001,0,96.5041441441441,0.00517162842008344
0.001,0,96.6241741741742,0.00516261668520242
0.001,0,96.7442042042042,0.00515363302467017
0.001,0,96.8642342342342,0.00514467743864627
0.001,0,96.9842642642643,0.00513574992729493
0.001,0,97.1042942942943,0.00512685049078499
0.001,0,97.2243243243243,0.00511797912928986
0.001,0,97.3443543543543,0.00510913584298764
0.001,0,97.4643843843844,0.005100320632061
0.001,0,97.5844144144144,0.00509153349669725
0.001,0,97.7044444444444,0.00508277443708834
0.001,0,97.8244744744745,0.00507404345343081
0.001,0,97.9445045045045,0.00506534054592582
0.001,0,98.0645345345345,0.00505666571477919
0.001,0,98.1845645645646,0.00504801896020134
0.001,0,98.3045945945946,0.00503940028240728
0.001,0,98.4246246246246,0.00503080968161669
0.001,0,98.5446546546547,0.00502224715805384
0.001,0,98.6646846846847,0.00501371271194765
0.001,0,98.7847147147147,0.00500520634353163
0.001,0,98.9047447447447,0.00499672805304392
0.001,0,99.0247747747748,0.00498827784072731
0.001,0,99.1448048048048,0.00497985570682917
0.001,0,99.2648348348348,0.00497146165160151
0.001,0,99.3848648648649,0.00496309567530096
0.001,0,99.5048948948949,0.00495475777818878
0.001,0,99.6249249249249,0.00494644796053084
0.001,0,99.7449549549549,0.00493816622259763
0.001,0,99.864984984985,0.00492991256466427
0.001,0,99.985015015015,0.0049216869870105
0.001,0,100.105045045045,0.00491348948992068
0.001,0,100.225075075075,0.00490532007368378
0.001,0,100.345105105105,0.00489717873859342
0.001,0,100.465135135135,0.00488906548494781
0.001,0,100.585165165165,0.00488098031304979
0.001,0,100.705195195195,0.00487292322320684
0.001,0,100.825225225225,0.00486489421573105
0.001,0,100.945255255255,0.0048568932909391
0.001,0,101.065285285285,0.00484892044915235
0.001,0,101.185315315315,0.00484097569069674
0.001,0,101.305345345345,0.00483305901590285
0.001,0,101.425375375375,0.00482517042510585
0.001,0,101.545405405405,0.00481730991864559
0.001,0,101.665435435435,0.00480947749686648
0.001,0,101.785465465465,0.00480167316011759
0.001,0,101.905495495495,0.00479389690875261
0.001,0,102.025525525526,0.00478614874312982
0.001,0,102.145555555556,0.00477842866361215
0.001,0,102.265585585586,0.00477073667056715
0.001,0,102.385615615616,0.00476307276436698
0.001,0,102.505645645646,0.00475543694538843
0.001,0,102.625675675676,0.0047478292140129
0.001,0,102.745705705706,0.00474024957062644
0.001,0,102.865735735736,0.00473269801561968
0.001,0,102.985765765766,0.00472517454938789
0.001,0,103.105795795796,0.00471767917233098
0.001,0,103.225825825826,0.00471021188485346
0.001,0,103.345855855856,0.00470277268736445
0.001,0,103.465885885886,0.00469536158027774
0.001,0,103.585915915916,0.00468797856401167
0.001,0,103.705945945946,0.00468062363898926
0.001,0,103.825975975976,0.00467329680563814
0.001,0,103.946006006006,0.00466599806439054
0.001,0,104.066036036036,0.00465872741568334
0.001,0,104.186066066066,0.004651484859958
0.001,0,104.306096096096,0.00464427039766065
0.001,0,104.426126126126,0.00463708402924202
0.001,0,104.546156156156,0.00462992575515743
0.001,0,104.666186186186,0.00462279557586689
0.001,0,104.786216216216,0.00461569349183498
0.001,0,104.906246246246,0.0046086195035309
0.001,0,105.026276276276,0.0046015736114285
0.001,0,105.146306306306,0.00459455581600623
0.001,0,105.266336336336,0.00458756611774717
0.001,0,105.386366366366,0.00458060451713902
0.001,0,105.506396396396,0.00457367101467409
0.001,0,105.626426426426,0.00456676561084936
0.001,0,105.746456456456,0.00455988830616634
0.001,0,105.866486486486,0.00455303910113126
0.001,0,105.986516516517,0.00454621799625491
0.001,0,106.106546546547,0.0045394249920527
0.001,0,106.226576576577,0.00453266008904472
0.001,0,106.346606606607,0.0045259232877556
0.001,0,106.466636636637,0.00451921458871466
0.001,0,106.586666666667,0.0045125339924558
0.001,0,106.706696696697,0.00450588149951755
0.001,0,106.826726726727,0.00449925711044308
0.001,0,106.946756756757,0.00449266082578016
0.001,0,107.066786786787,0.00448609264608119
0.001,0,107.186816816817,0.0044795525719032
0.001,0,107.306846846847,0.00447304060380781
0.001,0,107.426876876877,0.0044665567423613
0.001,0,107.546906906907,0.00446010098813456
0.001,0,107.666936936937,0.00445367334170308
0.001,0,107.786966966967,0.00444727380364699
0.001,0,107.906996996997,0.00444090237455104
0.001,0,108.027027027027,0.00443455905500459
0.001,0,108.147057057057,0.00442824384560167
0.001,0,108.267087087087,0.00442195674694085
0.001,0,108.387117117117,0.00441569775962539
0.001,0,108.507147147147,0.00440946688426313
0.001,0,108.627177177177,0.00440326412146655
0.001,0,108.747207207207,0.00439708947185275
0.001,0,108.867237237237,0.00439094293604345
0.001,0,108.987267267267,0.004384824514665
0.001,0,109.107297297297,0.00437873420834835
0.001,0,109.227327327327,0.0043726720177291
0.001,0,109.347357357357,0.00436663794344742
0.001,0,109.467387387387,0.00436063198614817
0.001,0,109.587417417417,0.00435465414648078
0.001,0,109.707447447447,0.00434870442509934
0.001,0,109.827477477477,0.00434278282266252
0.001,0,109.947507507508,0.00433688933983364
0.001,0,110.067537537538,0.00433102397728063
0.001,0,110.187567567568,0.00432518673567605
0.001,0,110.307597597598,0.00431937761569707
0.001,0,110.427627627628,0.00431359661802549
0.001,0,110.547657657658,0.00430784374334774
0.001,0,110.667687687688,0.00430211899235484
0.001,0,110.787717717718,0.00429642236574247
0.001,0,110.907747747748,0.0042907538642109
0.001,0,111.027777777778,0.00428511348846505
0.001,0,111.147807807808,0.00427950123921442
0.001,0,111.267837837838,0.00427391711717319
0.001,0,111.387867867868,0.00426836112306009
0.001,0,111.507897897898,0.00426283325759854
0.001,0,111.627927927928,0.00425733352151656
0.001,0,111.747957957958,0.00425141744821149
0.001,0,111.867987987988,0.00424551857386896
0.001,0,111.988018018018,0.00423964975510333
0.001,0,112.108048048048,0.00423381099323507
0.001,0,112.228078078078,0.00422800228959222
0.001,0,112.348108108108,0.00422222364551026
0.001,0,112.468138138138,0.00421647506233223
0.001,0,112.588168168168,0.00421075654140864
0.001,0,112.708198198198,0.00420506808409754
0.001,0,112.828228228228,0.00419940969176445
0.001,0,112.948258258258,0.00419378136578246
0.001,0,113.068288288288,0.00418818310753209
0.001,0,113.188318318318,0.00418261491840141
0.001,0,113.308348348348,0.00417707679978599
0.001,0,113.428378378378,0.00417156875308893
0.001,0,113.548408408408,0.00416609077972079
0.001,0,113.668438438438,0.00416064288109969
0.001,0,113.788468468468,0.0041552250586512
0.001,0,113.908498498498,0.00414983731380847
0.001,0,114.028528528529,0.00414447964801208
0.001,0,114.148558558559,0.00413915206271018
0.001,0,114.268588588589,0.00413385455935838
0.001,0,114.388618618619,0.00412858713941984
0.001,0,114.508648648649,0.00412334980436519
0.001,0,114.628678678679,0.0041181425556726
0.001,0,114.748708708709,0.00411296539482773
0.001,0,114.868738738739,0.00410781832332374
0.001,0,114.988768768769,0.0041027013426613
0.001,0,115.108798798799,0.00409761445434862
0.001,0,115.228828828829,0.00409255765990138
0.001,0,115.348858858859,0.00408753096084277
0.001,0,115.468888888889,0.00408253435870352
0.001,0,115.588918918919,0.00407756785502182
0.001,0,115.708948948949,0.0040726314513434
0.001,0,115.828978978979,0.0040677251492215
0.001,0,115.949009009009,0.00406284895021686
0.001,0,116.069039039039,0.0040580028558977
0.001,0,116.189069069069,0.00405318686783979
0.001,0,116.309099099099,0.00404840098762639
0.001,0,116.429129129129,0.00404364521684827
0.001,0,116.549159159159,0.0040389195571037
0.001,0,116.669189189189,0.00403422400999847
0.001,0,116.789219219219,0.00402955857714585
0.001,0,116.909249249249,0.00402492326016665
0.001,0,117.029279279279,0.0040203180606892
0.001,0,117.149309309309,0.00401574298034927
0.001,0,117.269339339339,0.0040111980207902
0.001,0,117.389369369369,0.00400668318366282
0.001,0,117.509399399399,0.00400219847062547
0.001,0,117.629429429429,0.00399774388334397
0.001,0,117.749459459459,0.0039933194234917
0.001,0,117.869489489489,0.0039889250927495
0.001,0,117.98951951952,0.00398456089280574
0.001,0,118.10954954955,0.0039802268253563
0.001,0,118.22957957958,0.00397592289210455
0.001,0,118.34960960961,0.00397164909476138
0.001,0,118.46963963964,0.00396740543504519
0.001,0,118.58966966967,0.00396319191468188
0.001,0,118.7096996997,0.00395900853540485
0.001,0,118.82972972973,0.00395485529895505
0.001,0,118.94975975976,0.00395073220708086
0.001,0,119.06978978979,0.00394663926153825
0.001,0,119.18981981982,0.00394257646409065
0.001,0,119.30984984985,0.00393854381650901
0.001,0,119.42987987988,0.00393454132057178
0.001,0,119.54990990991,0.00393056897806492
0.001,0,119.66993993994,0.00392662679078193
0.001,0,119.78996996997,0.00392271476052375
0.001,0,119.91,0.00391883288909888
